sol_id,power,kill_count
2,1,3
6,1,2
9,1,1
10,1,2
11,1,3
14,1,2
15,1,1
20,1,1
23,1,2
24,1,1
25,1,1
26,1,2
27,1,4
28,1,1
31,1,3
32,1,1
40,1,3
