sol_id,power,kill_count
1,1,0
2,1,1
3,1,0
4,1,0
6,1,0
8,1,0
9,1,0
10,1,0
11,1,0
12,1,0
13,1,0
15,1,0
16,1,0
18,1,0
19,1,0
20,1,0
21,1,1
22,1,0
23,1,0
25,1,0
27,1,0
28,1,0
32,1,0
33,1,1
35,1,0
36,1,0
37,1,0
38,1,0
39,1,0
40,1,0
46,1,0
48,1,0
51,1,0
53,1,0
54,1,0
55,1,0
56,1,0
57,1,0
60,1,0
61,1,0
