sol_id,power,kill_count
1,1,1
4,1,0
5,1,5
7,1,2
9,1,1
10,1,3
11,1,3
12,1,1
13,1,2
16,1,2
17,1,4
18,1,3
22,1,1
25,1,1
27,1,3
30,1,3
31,1,4
32,1,1
33,1,1
34,1,1
35,1,5
36,1,3
37,1,2
38,1,3
39,1,1
