sol_id,power,kill_count
4,1,2
6,1,1
12,1,1
14,1,2
18,1,0
19,1,2
22,1,0
23,1,1
25,1,0
27,1,2
29,1,1
30,1,0
34,1,0
38,1,1
40,1,0
41,1,0
42,1,0
43,1,0
45,1,0
47,1,2
50,1,0
51,1,0
56,1,0
57,1,0
60,1,0
61,1,1
63,1,0
65,1,0
66,1,0
68,1,1
70,1,0
71,1,0
75,1,0
76,1,0
77,1,2
78,1,0
79,1,0
81,1,0
83,1,1
84,1,0
86,1,0
87,1,1
91,1,0
92,1,0
99,1,0
100,1,0
