sol_id,power,kill_count
1,1,1
4,1,2
5,1,0
7,1,0
10,1,2
13,1,0
14,1,1
15,1,1
16,1,1
18,1,0
22,1,0
23,1,2
25,1,1
26,1,1
29,1,2
30,1,0
31,1,0
32,1,1
33,1,1
34,1,1
35,1,1
38,1,2
39,1,0
42,1,2
45,1,1
47,1,1
53,1,0
54,1,0
55,1,0
57,1,0
59,1,0
61,1,2
62,1,0
63,1,0
64,1,1
69,1,1
70,1,1
71,1,1
76,1,0
78,1,0
80,1,0
81,1,0
87,1,0
91,1,0
93,1,1
94,1,0
97,1,2
98,1,0
